OTU	.y.	p	p.adj	p.format	p.signif	method	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Type	mean	sd	n	se	rel_abun	se2
586dd518513aae0adb03b2d534aa268b	value	1.58E-05	0.002	1.60E-05	****	Kruskal-Wallis	d__Bacteria	 p__MBNT15	 c__MBNT15	 o__MBNT15	 f__MBNT15	 g__MBNT15	NA	0.917897575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.04	0.2	25	0.008	0.000155461	8.00E-04
b2c323397d1707ea1f8667944c8862ac	value	2.77E-06	0.0014	2.80E-06	****	Kruskal-Wallis	d__Archaea	 p__Euryarchaeota	 c__Methanobacteria	 o__Methanobacteriales	 f__Methanobacteriaceae	 g__Methanobacterium	NA	0.999974342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	3.647058824	8.238182267	17	0.484598957	0.014174344	0.048459896
b2c323397d1707ea1f8667944c8862ac	value	2.77E-06	0.0014	2.80E-06	****	Kruskal-Wallis	d__Archaea	 p__Euryarchaeota	 c__Methanobacteria	 o__Methanobacteriales	 f__Methanobacteriaceae	 g__Methanobacterium	NA	0.999974342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	15.24	7.350056689	25	0.294002268	0.05923047	0.029400227
1519eae2900c96b2f7a287791e53d925	value	8.37E-06	0.0015	8.40E-06	****	Kruskal-Wallis	d__Archaea	 p__Euryarchaeota	 c__Methanobacteria	 o__Methanobacteriales	 f__Methanobacteriaceae	 g__Methanobacterium	 s__uncultured_Methanobacteriaceae	0.843917487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.941176471	1.248528546	17	0.073442856	0.003657895	0.007344286
1519eae2900c96b2f7a287791e53d925	value	8.37E-06	0.0015	8.40E-06	****	Kruskal-Wallis	d__Archaea	 p__Euryarchaeota	 c__Methanobacteria	 o__Methanobacteriales	 f__Methanobacteriaceae	 g__Methanobacterium	 s__uncultured_Methanobacteriaceae	0.843917487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	6.68	4.802082881	25	0.192083315	0.025961912	0.019208332
fe3e3ae2292fe20e533f985b31489ead	value	4.74E-06	0.0014	4.70E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Methylococcales	 f__Methylomonadaceae	 g__Methylomonas	NA	0.982273241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	11.36	7.777531742	25	0.31110127	0.044150797	0.031110127
fe3e3ae2292fe20e533f985b31489ead	value	4.74E-06	0.0014	4.70E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Methylococcales	 f__Methylomonadaceae	 g__Methylomonas	NA	0.982273241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.352941176	1.656093916	17	0.097417289	0.005258225	0.009741729
c606875d1e5ab1fec3ffbd61e0e2d52a	value	9.56E-07	0.0014	9.60E-07	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Methylophilaceae	 g__Methylotenera	 s__uncultured_Methylotenera	0.707430599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	4.8	2.958039892	25	0.118321596	0.018655266	0.01183216
c606875d1e5ab1fec3ffbd61e0e2d52a	value	9.56E-07	0.0014	9.60E-07	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Methylophilaceae	 g__Methylotenera	 s__uncultured_Methylotenera	0.707430599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.764705882	0.831370237	17	0.048904132	0.00297204	0.004890413
adb51b2cde425c3a913c98985f423d66	value	5.40E-06	0.0014	5.40E-06	****	Kruskal-Wallis	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	NA	0.999869262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	4.44	3.83057872	25	0.153223149	0.017256121	0.015322315
adb51b2cde425c3a913c98985f423d66	value	5.40E-06	0.0014	5.40E-06	****	Kruskal-Wallis	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	NA	0.999869262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.235294118	0.562295715	17	0.033076219	0.000914474	0.003307622
f660b3cca1f9a42157685da29a508353	value	2.98E-05	0.0027	3.00E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	NA	0.980706553	AmphiBac_1403	97.5	120	3	0	1	120	1	861	-1	0	Low N	0	0	17	0	0	0
f660b3cca1f9a42157685da29a508353	value	2.98E-05	0.0027	3.00E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	NA	0.980706553	AmphiBac_1403	97.5	120	3	0	1	120	1	861	-1	0	High N	3.08	3.3156196	25	0.132624784	0.011970462	0.013262478
9c7c840d5fb8507be3331da7d9dcb324	value	5.80E-05	0.004	5.80E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	NA	0.956689042	AmphiBac_1403	98.3	120	2	0	1	120	1	861	-1	0	High N	3.32	3.363034344	25	0.134521374	0.012903226	0.013452137
9c7c840d5fb8507be3331da7d9dcb324	value	5.80E-05	0.004	5.80E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	NA	0.956689042	AmphiBac_1403	98.3	120	2	0	1	120	1	861	-1	0	Low N	0.411764706	0.71228712	17	0.041899242	0.001600329	0.004189924
7b7368e3d50c7037702e0dff74181a0f	value	3.67E-05	0.0031	3.70E-05	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__Acidobacteriaceae_(Subgroup_1)	 g__Occallatibacter	NA	0.7954717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	3.705882353	3.137768034	17	0.18457459	0.014402963	0.018457459
7b7368e3d50c7037702e0dff74181a0f	value	3.67E-05	0.0031	3.70E-05	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__Acidobacteriaceae_(Subgroup_1)	 g__Occallatibacter	NA	0.7954717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.32	0.690410506	25	0.02761642	0.001243684	0.002761642
8c06b3dd9d2d09c92e34636edad18385	value	6.89E-05	0.0042	6.90E-05	****	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_bacterium	0.903800695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.470588235	1.662740474	17	0.097808263	0.005715461	0.009780826
8c06b3dd9d2d09c92e34636edad18385	value	6.89E-05	0.0042	6.90E-05	****	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_bacterium	0.903800695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.04	0.2	25	0.008	0.000155461	8.00E-04
a2605b70c08b558208a91a19bd8561ae	value	0.000202877	0.0079	0.0002	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Phenylobacterium	NA	0.995588556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	2.176470588	1.944070926	17	0.114357113	0.008458883	0.011435711
a2605b70c08b558208a91a19bd8561ae	value	0.000202877	0.0079	0.0002	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Phenylobacterium	NA	0.995588556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.44	0.86986589	25	0.034794636	0.001710066	0.003479464
a6416bbc0d8c11e99e32feaae4034c01	value	4.05E-05	0.0033	4.00E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Pseudorhodobacter	NA	0.929222531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	1.72	1.814754345	25	0.072590174	0.006684804	0.007259017
a6416bbc0d8c11e99e32feaae4034c01	value	4.05E-05	0.0033	4.00E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Pseudorhodobacter	NA	0.929222531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.058823529	0.242535625	17	0.014266801	0.000228618	0.00142668
413db289ce1587255deedf030bb8222e	value	1.02E-05	0.0015	1.00E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__R7C24	 f__R7C24	 g__R7C24	 s__uncultured_soil	0.959315832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.24	0.879393731	25	0.035175749	0.000932763	0.003517575
413db289ce1587255deedf030bb8222e	value	1.02E-05	0.0015	1.00E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__R7C24	 f__R7C24	 g__R7C24	 s__uncultured_soil	0.959315832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	2.764705882	2.359274564	17	0.138780857	0.010745068	0.013878086
455fefd373cce3f432f01a118ee08d98	value	0.000140562	0.0067	0.00014	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Rhodobacter	NA	0.701862406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	5.84	3.749222142	25	0.149968886	0.022697241	0.014996889
455fefd373cce3f432f01a118ee08d98	value	0.000140562	0.0067	0.00014	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Rhodobacter	NA	0.701862406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.470588235	1.699913493	17	0.099994911	0.005715461	0.009999491
5cb28bd0b2eea6847a6328712217c141	value	0.00021347	0.008	0.00021	***	Kruskal-Wallis	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Nocardiaceae	 g__Rhodococcus	NA	0.999960538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	2.28	2.491987159	25	0.099679486	0.008861251	0.009967949
5cb28bd0b2eea6847a6328712217c141	value	0.00021347	0.008	0.00021	***	Kruskal-Wallis	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Nocardiaceae	 g__Rhodococcus	NA	0.999960538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.117647059	0.48507125	17	0.028533603	0.000457237	0.00285336
65ad974d9aceecd94c35221f779eb1d2	value	9.70E-06	0.0015	9.70E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	NA	0.858047595	AmphiBac_1574	96.7	120	4	0	1	120	1	1352	-1	0	High N	9.72	5.608921465	25	0.224356859	0.037776914	0.022435686
65ad974d9aceecd94c35221f779eb1d2	value	9.70E-06	0.0015	9.70E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	NA	0.858047595	AmphiBac_1574	96.7	120	4	0	1	120	1	1352	-1	0	Low N	2.764705882	2.562455165	17	0.150732657	0.010745068	0.015073266
7f7a9a4c624f7eb5ba0081e6c299c917	value	0.000120492	0.006	0.00012	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__Roseiarcus	NA	0.99996426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	3.176470588	3.244905509	17	0.190876795	0.012345397	0.019087679
7f7a9a4c624f7eb5ba0081e6c299c917	value	0.000120492	0.006	0.00012	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__Roseiarcus	NA	0.99996426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	10.6	7.810249676	25	0.312409987	0.041197046	0.031240999
9995306be33bb6a067fbd14fd12ab247	value	2.78E-05	0.0026	2.80E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	NA	0.898208386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	2.529411765	2.853016979	17	0.167824528	0.009830594	0.016782453
9995306be33bb6a067fbd14fd12ab247	value	2.78E-05	0.0026	2.80E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	NA	0.898208386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	12.16	11.42249243	25	0.456899697	0.047260008	0.04568997
c0f997b784822ec2760510602f6d43a1	value	1.45E-05	0.0019	1.50E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Thiothrix	NA	0.804470194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	2.12	1.877942136	25	0.075117685	0.008239409	0.007511769
c0f997b784822ec2760510602f6d43a1	value	1.45E-05	0.0019	1.50E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Thiothrix	NA	0.804470194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.058823529	0.242535625	17	0.014266801	0.000228618	0.00142668
7cd8db47a5ec2f94390d16c8b1030dcd	value	1.82E-05	0.0021	1.80E-05	****	Kruskal-Wallis	d__Bacteria	 p__Fibrobacterota	 c__Fibrobacteria	 o__Fibrobacterales	 f__Fibrobacteraceae	 f__Fibrobacteraceae	 s__metagenome	0.868692044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.117647059	0.48507125	17	0.028533603	0.000457237	0.00285336
b16c03f2cd43a59c8f9d7b60ac127450	value	0.000209901	0.008	0.00021	***	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__vadinHA49	 o__vadinHA49	 f__vadinHA49	 g__vadinHA49	 s__uncultured_Planctomycetales	0.842573364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.04	0.2	25	0.008	0.000155461	8.00E-04
b16c03f2cd43a59c8f9d7b60ac127450	value	0.000209901	0.008	0.00021	***	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__vadinHA49	 o__vadinHA49	 f__vadinHA49	 g__vadinHA49	 s__uncultured_Planctomycetales	0.842573364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.764705882	2.222875721	17	0.130757395	0.006858554	0.01307574
fa573cc00efc3b3df72000f619dd7d39	value	2.93E-06	0.0014	2.90E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 o__Acetobacterales	 s__metagenome	0.826439666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	3.294117647	2.312052818	17	0.136003107	0.012802634	0.013600311
fa573cc00efc3b3df72000f619dd7d39	value	2.93E-06	0.0014	2.90E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 o__Acetobacterales	 s__metagenome	0.826439666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.36	0.757187779	25	0.030287511	0.001399145	0.003028751
66d51ae9f981604365acf09adba872d7	value	2.15E-06	0.0014	2.10E-06	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__uncultured	 o__Acidobacteriales	 s__uncultured_Acidobacteriaceae	0.878583314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.12	0.6	25	0.024	0.000466382	0.0024
66d51ae9f981604365acf09adba872d7	value	2.15E-06	0.0014	2.10E-06	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__uncultured	 o__Acidobacteriales	 s__uncultured_Acidobacteriaceae	0.878583314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	2.470588235	2.003673098	17	0.117863123	0.009601975	0.011786312
61b0bccc40ecdb73176f8b886bfd45fd	value	8.94E-05	0.0049	8.90E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__SC-I-84	 o__Burkholderiales	NA	0.999799214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.12	0.439696865	25	0.017587875	0.000466382	0.001758787
61b0bccc40ecdb73176f8b886bfd45fd	value	8.94E-05	0.0049	8.90E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__SC-I-84	 o__Burkholderiales	NA	0.999799214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.588235294	1.697749375	17	0.09986761	0.006172698	0.009986761
5c749f66de2d5743766b9bf9fb9d90fc	value	5.67E-05	0.004	5.70E-05	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	NA	 o__Chthoniobacterales	NA	0.999177312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.823529412	0.882843001	17	0.051931941	0.003200658	0.005193194
5c749f66de2d5743766b9bf9fb9d90fc	value	5.67E-05	0.004	5.70E-05	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	NA	 o__Chthoniobacterales	NA	0.999177312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0	0	25	0	0	0
6189e18b86b6b45367968fbb25525271	value	4.99E-06	0.0014	5.00E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Elsterales	 f__uncultured	 o__Elsterales	NA	0.998305073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.235294118	1.347655917	17	0.079273877	0.004800988	0.007927388
6189e18b86b6b45367968fbb25525271	value	4.99E-06	0.0014	5.00E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Elsterales	 f__uncultured	 o__Elsterales	NA	0.998305073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0	0	25	0	0	0
d41de20348a17ecc1c7afff554ac1027	value	0.000111145	0.0059	0.00011	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Elsterales	 f__uncultured	 o__Elsterales	 s__uncultured_bacterium	0.990159119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.294117647	1.490163828	17	0.087656696	0.005029606	0.00876567
d41de20348a17ecc1c7afff554ac1027	value	0.000111145	0.0059	0.00011	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Elsterales	 f__uncultured	 o__Elsterales	 s__uncultured_bacterium	0.990159119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.08	0.4	25	0.016	0.000310921	0.0016
0f62ba3289ed53a589339c3a5bf7584c	value	0.000211936	0.008	0.00021	***	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	NA	 o__Flavobacteriales	NA	0.979055091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.058823529	0.242535625	17	0.014266801	0.000228618	0.00142668
0f62ba3289ed53a589339c3a5bf7584c	value	0.000211936	0.008	0.00021	***	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	NA	 o__Flavobacteriales	NA	0.979055091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	1.16	1.21380943	25	0.048552377	0.004508356	0.004855238
defd746942c3ea80fd3a35f26972a2d7	value	5.84E-06	0.0014	5.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Methylococcales	 f__Methylomonadaceae	 o__Methylococcales	NA	0.863236772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	2.058823529	2.585309175	17	0.15207701	0.008001646	0.015207701
defd746942c3ea80fd3a35f26972a2d7	value	5.84E-06	0.0014	5.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Methylococcales	 f__Methylomonadaceae	 o__Methylococcales	NA	0.863236772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	7.88	3.527510926	25	0.141100437	0.030625729	0.014110044
cd31d7e83e819b55fcbf6718360c8df6	value	5.35E-06	0.0014	5.40E-06	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 o__Pedosphaerales	NA	0.999998992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	3.64	2.690724809	25	0.107628992	0.01414691	0.010762899
cd31d7e83e819b55fcbf6718360c8df6	value	5.35E-06	0.0014	5.40E-06	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 o__Pedosphaerales	NA	0.999998992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.294117647	0.985184366	17	0.057952022	0.001143092	0.005795202
32d00fb90e5f3628c577325b1dbcd66c	value	0.000271908	0.0094	0.00027	***	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 o__Planctomycetales	 s__uncultured_Planctomyces	0.752135165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	1	1.443375673	25	0.057735027	0.003886514	0.005773503
32d00fb90e5f3628c577325b1dbcd66c	value	0.000271908	0.0094	0.00027	***	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 o__Planctomycetales	 s__uncultured_Planctomyces	0.752135165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	4	3.102418411	17	0.182495201	0.015546055	0.01824952
6c0a46be3394b07dd2b7114a7855863b	value	2.55E-06	0.0014	2.60E-06	****	Kruskal-Wallis	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 o__Polyangiales	 s__metagenome	0.829972292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	3.529411765	2.981560981	17	0.17538594	0.013717108	0.017538594
6c0a46be3394b07dd2b7114a7855863b	value	2.55E-06	0.0014	2.60E-06	****	Kruskal-Wallis	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 o__Polyangiales	 s__metagenome	0.829972292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.12	0.439696865	25	0.017587875	0.000466382	0.001758787
d193813e1cdca6c83de6d9a207d1b090	value	0.00017995	0.0075	0.00018	***	Kruskal-Wallis	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 o__Polyangiales	 s__uncultured_bacterium	0.767371408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0	0	25	0	0	0
d193813e1cdca6c83de6d9a207d1b090	value	0.00017995	0.0075	0.00018	***	Kruskal-Wallis	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 o__Polyangiales	 s__uncultured_bacterium	0.767371408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.705882353	0.848874688	17	0.049933805	0.002743422	0.004993381
766e31312d40b8b074ff9deda360458e	value	8.76E-05	0.0049	8.80E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	NA	 o__Rhizobiales	NA	0.997823185	AmphiBac_1356	95	120	6	0	1	120	1	1352	-1	0	Low N	0.176470588	0.392952624	17	0.02311486	0.000685855	0.002311486
766e31312d40b8b074ff9deda360458e	value	8.76E-05	0.0049	8.80E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	NA	 o__Rhizobiales	NA	0.997823185	AmphiBac_1356	95	120	6	0	1	120	1	1352	-1	0	High N	1.72	1.429452109	25	0.057178084	0.006684804	0.005717808
37653c0d2e9b4fa13dc4913c3e7a4a85	value	0.000188426	0.0076	0.00019	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	NA	 o__Rhizobiales	NA	0.999593236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.529411765	1.280510009	17	0.075324118	0.002057566	0.007532412
37653c0d2e9b4fa13dc4913c3e7a4a85	value	0.000188426	0.0076	0.00019	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	NA	 o__Rhizobiales	NA	0.999593236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	4.52	4.822862221	25	0.192914489	0.017567042	0.019291449
83f63a6c110f7ef0494ec8967a68ec30	value	0.000199913	0.0079	0.0002	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__uncultured	 o__Rhizobiales	 s__uncultured_Hyphomicrobiaceae	0.961069935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.764705882	1.751050105	17	0.103002947	0.006858554	0.010300295
83f63a6c110f7ef0494ec8967a68ec30	value	0.000199913	0.0079	0.0002	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__uncultured	 o__Rhizobiales	 s__uncultured_Hyphomicrobiaceae	0.961069935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.28	0.613731755	25	0.02454927	0.001088224	0.002454927
